id,respondent,categorical_variable,personal_id,IL,IN,IA,KS,MI,MN,MO,NE,ND,OH,SD,WI,AR,CO,KY,OK,PA,WV,MT,WY,census_region,education,household_income,age,gender
1536,3122671619,Midwest,A lot,1,1,1,,1,1,,,,1,,1,,,,,1,,,,,,,,
1537,3122669455,Midwest,A lot,1,1,1,,1,,,,,1,,1,,,,,,,,,East North Central,Associate or bachelor degree,"$50,000 - $99,999",45-60,Female
1538,3122668250,Midwest,Some,1,1,,,1,,,,,,,1,,,,,,,,,East North Central,Associate or bachelor degree,"$150,000+",30-44,Female
1539,3122668026,THE UNITED STATES,Some,1,,,,,,,,,,,,,,,,,,,,East North Central,Some college,"$50,000 - $99,999",30-44,Female
1540,3122666046,East coast,Not much,1,1,1,,1,1,1,1,,1,,1,,,,,,,,,Middle Atlantic,Some college,"$50,000 - $99,999",> 60,Female
1541,3122664937,Midwest,Some,1,1,,,1,,,,,1,,1,,,,,,,,,East North Central,Graduate degree,"$50,000 - $99,999",18-29,Female
1542,3122664346,midwest,Some,1,1,1,1,1,1,,1,1,1,1,1,,,,,,,,,West North Central,Graduate degree,"$150,000+",45-60,Male
1543,3122663895,Kansas,Some,1,1,1,1,,,1,1,,,,,,,,,,,,,West North Central,Associate or bachelor degree,"$25,000 - $49,999",30-44,Male
1544,3122661988,Southeast,Not much,1,1,1,,1,,,,,1,,1,,,,,,,,,South Atlantic,Graduate degree,"$150,000+",> 60,Male
1545,3122661970,Mid Missouri,Some,,,1,1,,1,1,1,1,,1,,,,,,,,,,West North Central,High school degree,"$50,000 - $99,999",45-60,Male
1546,3122661617,Mid Atlantic,Not at all,1,1,1,1,,,1,1,,,,,1,,,1,,,,,Middle Atlantic,Some college,"$25,000 - $49,999",45-60,Female
1547,3122661460,midwest,A lot,1,1,1,,1,,1,,,1,,1,,,,,,,,,East North Central,Graduate degree,"$0 - $24,999",> 60,Female
1548,3122661383,East,Not at all,1,1,1,,1,,,,,1,,1,,,,,,,,,Middle Atlantic,Graduate degree,"$0 - $24,999",18-29,Female
1549,3122660798,Midwest,Not much,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,,,,East North Central,High school degree,"$50,000 - $99,999",30-44,Male
1550,3122660461,Mountain states.,A lot,1,1,1,1,,,1,1,,1,,,1,,,1,,,,,Mountain,Associate or bachelor degree,"$150,000+",45-60,Male
1551,3122660115,EAST,Not much,,1,1,1,,,,1,,,,1,1,1,,1,,,,1,Middle Atlantic,High school degree,"$0 - $24,999",45-60,Male
1552,3122659931,midwest,Some,1,,1,,1,1,,1,1,,1,1,,,,,,,,,West North Central,High school degree,"$25,000 - $49,999",30-44,Female
1553,3122659216,Midwest,Some,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,,,,,West North Central,Associate or bachelor degree,"$50,000 - $99,999",30-44,Female
1554,3122658483,Northeast,Not at all,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,Middle Atlantic,Some college,"$25,000 - $49,999",45-60,Male
1555,3122657713,DORMONT,Not at all,,,1,1,,,,1,,,1,,,1,1,,,,,,,,,,
1556,3122656750,Mid-West,Some,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,East North Central,High school degree,"$25,000 - $49,999",18-29,Male
1557,3122656709,sonoran desert,Some,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,Mountain,Associate or bachelor degree,"$100,000 - $149,999",45-60,Male
1558,3122655018,Midwest,A lot,1,1,1,1,1,1,1,1,,,,1,,,,,,,,,East North Central,Some college,"$50,000 - $99,999",45-60,Female
1559,3122654342,Northeast,Not at all,1,1,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,
1560,3122653274,Midwest,A lot,1,1,1,1,,,1,,,,,,1,,,1,,,,,West North Central,Some college,"$0 - $24,999",30-44,Female
1561,3122653180,Midwest,A lot,1,1,1,1,1,,1,1,,1,,,1,,1,1,,,,,,,,,
1562,3122652642,coastal,Not much,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,
1563,3122651631,the midwest,Not much,1,1,1,,1,1,1,,,1,,1,,,,,,,,,East North Central,High school degree,"$50,000 - $99,999",18-29,Male
1564,3122650674,The City,Not at all,,,1,,1,1,,,,1,,1,,1,,,,,,,,Associate or bachelor degree,"$150,000+",18-29,Male
1565,3122650214,Northeast,Not at all,1,1,1,1,,1,1,1,1,1,1,1,,,,,,,,,Middle Atlantic,Graduate degree,"$100,000 - $149,999",> 60,Male
1566,3122650189,Mid-Atlantic region,A lot,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,,,,,Middle Atlantic,Graduate degree,"$150,000+",45-60,Male
1567,3122649584,DORMONT,Some,,,,1,,1,,1,1,,1,1,,1,,1,,,1,1,Middle Atlantic,Some college,"$50,000 - $99,999",45-60,Female
1568,3122648943,South,Some,,,,1,,,,1,,,,,,1,,,,,,,West South Central,Some college,"$50,000 - $99,999",45-60,Male
1569,3122648591,coastal,Not much,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,Pacific,High school degree,"$150,000+",45-60,Female
1570,3122648248,Midwest,Some,1,1,,,1,1,,,,1,,1,,,1,,,,,,East North Central,Associate or bachelor degree,"$25,000 - $49,999",30-44,Female
1571,3122647142,Boring,A lot,1,,1,1,1,1,1,1,,1,,1,,,,1,,,,,West North Central,Less than high school degree,,18-29,Female
1572,3122646149,Midwest,Some,1,,,,1,1,,,,1,,1,,,,,,,,,East North Central,Less than high school degree,"$25,000 - $49,999",30-44,Female
1573,3122644502,Midwest,A lot,1,1,1,1,,1,1,1,1,,1,1,,,,,,,,,East North Central,Associate or bachelor degree,"$50,000 - $99,999",> 60,Female
1574,3122642603,central part of US,Some,,1,,,,,,,,,,,,1,,,,,1,1,West South Central,Some college,"$25,000 - $49,999",45-60,Female
1575,3122640043,midwest,A lot,,,1,1,,,1,1,,,1,,,,,,,,,,West North Central,High school degree,"$150,000+",30-44,Female
1576,3122639560,Midwest,A lot,1,,1,,,1,1,1,1,,1,1,,,,1,,,,,West North Central,Associate or bachelor degree,"$50,000 - $99,999",30-44,Female
1577,3122638746,Mideast,Some,1,1,,1,,,1,,,,,,,,,,,,,,East North Central,High school degree,"$25,000 - $49,999",18-29,Male
1578,3122638553,southeast,A lot,1,,,,,,,,,,,,,,,,,,,,South Atlantic,Associate or bachelor degree,"$50,000 - $99,999",> 60,Female
1579,3122638526,The Southeast,Not at all,1,1,1,1,,,1,1,,1,,1,1,,,1,,,,,South Atlantic,Graduate degree,"$25,000 - $49,999",45-60,Female
1580,3122638508,"The Northeast or central New Jersey, sometimes South Central NJ, depending upon the 'scope' of the issue",Not at all,,,1,1,,,1,1,1,,1,,,1,,1,,,1,1,Middle Atlantic,,,> 60,Female
1581,3122638361,Great Lakes region,Some,1,,1,1,,,1,1,1,,1,,,,,,,,,,East North Central,Some college,"$0 - $24,999",45-60,Male
1582,3122638261,Upper midwest,A lot,1,1,1,,1,1,,,,1,,1,,,,,,,,,East North Central,Associate or bachelor degree,"$25,000 - $49,999",> 60,Female
1583,3122637458,west,A lot,,,,1,1,,,,,1,,,,,,,,,,,Pacific,Some college,"$100,000 - $149,999",18-29,Male
1584,3122636993,Midwest,A lot,1,1,1,1,1,,,,,1,,1,,,,,,,,,East North Central,Associate or bachelor degree,"$50,000 - $99,999",> 60,Female
1585,3122636680,A community with a Bird Sanctuary that is on the outskirts of Denver.,A lot,,,,,,,,1,,,,,,1,,1,,,1,1,Mountain,Graduate degree,"$150,000+",30-44,Female
1586,3122635834,Ohio,Some,1,1,1,1,,,1,1,,1,1,1,1,,1,1,,,,,East North Central,High school degree,"$100,000 - $149,999",30-44,Male
1587,3122635166,North East,Not at all,1,1,1,1,1,1,,,1,1,1,1,,,,1,,,,,Middle Atlantic,Some college,"$150,000+",18-29,Female
1588,3122633781,Central Appalachia,Not much,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,,,,,South Atlantic,Graduate degree,"$50,000 - $99,999",> 60,Male
1589,3122633679,midwest,A lot,1,1,1,1,1,1,1,1,,,,1,,,,,,,,,West North Central,Associate or bachelor degree,"$100,000 - $149,999",45-60,Female
1590,3122633633,West Coast,Not at all,,1,1,1,,,1,1,,1,,,,,,,,,,,Pacific,Associate or bachelor degree,"$100,000 - $149,999",30-44,Male
1591,3122633406,New England,Not at all,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,New England,High school degree,"$150,000+",18-29,Male
1592,3122631886,Midwest,Some,1,,,,1,1,,,,1,,1,,,,,,,,,,,,,
1593,3122630319,Northwest,A lot,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,Pacific,Some college,"$100,000 - $149,999",30-44,Female
1594,3122628272,God's Country,Not at all,1,1,1,1,1,1,1,1,1,,1,1,,,,1,,,,,South Atlantic,Graduate degree,"$50,000 - $99,999",30-44,Male
1595,3122627789,Mid Atlantic,Not at all,1,,1,1,,1,,1,1,,,1,,,,,,,,,Middle Atlantic,High school degree,"$150,000+",> 60,Male
1596,3122622760,The Big Apple,Not at all,,,,,1,,1,,1,,1,,,,1,1,,,1,,Middle Atlantic,High school degree,"$0 - $24,999",30-44,Male
1597,3122621840,Southeast,Some,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,,,,South Atlantic,Associate or bachelor degree,"$25,000 - $49,999",> 60,Male
1598,3122621313,The Midwest,Some,1,1,1,,1,1,1,,,1,,1,,,,,,,,,East North Central,Associate or bachelor degree,"$50,000 - $99,999",30-44,Female
1599,3122618212,Midwest,Not at all,1,1,1,1,1,1,1,,1,,1,1,,,,,,,,,,,,,
1600,3122617179,Mid Atlantic,Some,1,1,1,1,,,,,,1,,,,,1,,,,,,South Atlantic,Associate or bachelor degree,"$150,000+",> 60,Male
1601,3122612108,Upper midwest,Some,1,1,1,,1,1,,1,1,,1,1,,,,,,,,,West North Central,Some college,"$50,000 - $99,999",30-44,Male
1602,3122611332,north east,Not at all,1,1,1,1,,1,,1,,,1,,1,1,,1,,,1,,Middle Atlantic,Some college,,18-29,Female
1603,3122610317,East,Not at all,,,,,,,,,,,,,,,,,,1,,,Middle Atlantic,Less than high school degree,"$150,000+",18-29,Male
1604,3122609538,Upper Midwest,Not much,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,West North Central,Graduate degree,"$100,000 - $149,999",> 60,Male
1605,3122609115,"Pacific Northwest, more specifically, Central Oregon High Desert",Not at all,,,,,,,,,,,1,,,1,,,,,1,1,Pacific,Associate or bachelor degree,"$150,000+",> 60,Female
1606,3122607509,"flat, cold, no trees, western people",Some,,,,,,,,,1,,1,,,,,,,,1,1,,,,,
1607,3122607164,Landlocked,Not at all,1,,,,1,1,,1,,1,,1,,,,,,,,,West North Central,Associate or bachelor degree,"$150,000+",45-60,Female
1608,3122606228,Northeast,Not at all,1,1,,1,,,1,1,1,1,1,1,,,,,,,,,Middle Atlantic,Graduate degree,"$150,000+",> 60,Female
1609,3122606206,"a beautiful country where you have all seasons, hills, flowers, green grass, tall trees, rivers and streams.",A lot,1,1,,,1,,1,,,,,,,,,1,,,,,East North Central,Some college,"$25,000 - $49,999",45-60,Female
1610,3122605420,central usa,A lot,,,1,1,,1,1,1,1,,1,,1,1,,1,,,,1,West North Central,Associate or bachelor degree,"$50,000 - $99,999",45-60,Male
1611,3122605196,Mountain States,Not at all,,,1,1,,,1,1,1,,1,,,,,1,,,1,,Mountain,Associate or bachelor degree,"$150,000+",30-44,Male
1612,3122603830,Northeast,Not at all,,,1,1,,,1,1,1,,1,,1,1,,1,,,1,,East North Central,Associate or bachelor degree,"$25,000 - $49,999",30-44,Female
1613,3122603659,Southern California,Not at all,1,,1,1,,,,1,,1,,1,,1,,1,,,1,1,Pacific,Some college,"$150,000+",30-44,Male
1614,3122602453,Southeast,Not at all,,,,,,,,,,,,1,,,,,,,,,,,,,
1615,3122602444,Mid-Atlantic,Not at all,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,,,1,,,,,,
1616,3122599989,mid-West / central Illinois,Some,1,1,1,1,1,1,1,1,,,,1,,,,,,,,,East North Central,Graduate degree,"$50,000 - $99,999",30-44,Female
1617,3122598508,North East,Not at all,1,1,1,1,1,1,1,1,1,,1,1,1,1,,1,,,1,1,Middle Atlantic,Graduate degree,"$50,000 - $99,999",> 60,Male
1618,3122595309,Boring,Not at all,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,,,,,Middle Atlantic,Graduate degree,"$100,000 - $149,999",30-44,Female
1619,3122594905,Midwest/Northern Plains,A lot,,,,,,,,,1,,1,,,1,,,,,1,1,West North Central,Some college,"$50,000 - $99,999",30-44,Female
1620,3122593460,Pacific Northwestner,Some,1,1,1,,1,1,,1,1,1,1,1,,,,,,,,,Pacific,Associate or bachelor degree,"$150,000+",45-60,Male
1621,3122593200,New England,Not at all,1,1,1,1,,,,1,,1,,,,,,1,,,,,New England,Associate or bachelor degree,"$50,000 - $99,999",45-60,Female
1622,3122592931,Midwest,Not at all,,,1,1,,1,1,1,1,,1,,1,,,1,,,1,1,West North Central,Graduate degree,"$25,000 - $49,999",> 60,Male
1623,3122589917,Midwest,Not much,1,,1,,1,1,,,1,,,1,,,,,,,,,East North Central,Some college,"$50,000 - $99,999",30-44,Female
1624,3122586389,North,Not much,,,1,,1,1,,,1,,1,1,,,,,,,,,West North Central,Associate or bachelor degree,"$150,000+",> 60,Female
1625,3122585850,The Midwest,A lot,1,1,1,1,,,1,1,,1,,,,,,1,,,,,West North Central,Associate or bachelor degree,"$50,000 - $99,999",45-60,Female
1626,3122584527,Pacific Northwest,Not at all,1,1,1,1,,1,1,1,,,,1,,,,1,,,,,Pacific,Associate or bachelor degree,"$100,000 - $149,999",30-44,Male
1627,3122582025,The Southeast,Not at all,1,1,1,1,,,1,1,1,,1,,1,,,1,,,,,West South Central,Some college,"$150,000+",45-60,Male
1628,3122579371,Midwest,Some,1,,,,,,1,,,,,,,,,,,,,,West South Central,Graduate degree,"$50,000 - $99,999",45-60,Female
1629,3122578994,Midwest,Some,,,,,,,,,,,1,,,,,,,,,,West North Central,Some college,"$150,000+",18-29,Male
1630,3122577896,Midwest,A lot,1,1,1,1,,,1,,,1,,,,,1,,,,,,West North Central,Associate or bachelor degree,"$25,000 - $49,999",18-29,Male
1631,3122577320,Unique.  We experience the four seasons each year and each one is unique in its own way.  Beauty abounds in the Midwest.,A lot,1,1,1,1,,,1,1,,1,,,,,,1,,,,,East North Central,High school degree,"$150,000+",> 60,Female
1632,3122577016,Midwest,A lot,1,1,1,,1,1,,1,1,1,1,1,,,,,,,,,,,,,
1633,3122576492,Midwest,A lot,1,1,1,1,,,1,1,,,,1,,,,,,,,,East North Central,Graduate degree,"$150,000+",45-60,Male
1634,3122573943,eastern pennsylvania,Not at all,,1,1,1,,,,1,1,1,1,,,,,1,,,,1,Middle Atlantic,Some college,"$50,000 - $99,999",45-60,Male
1635,3122572671,mid-atlantic,Not at all,1,1,,1,,,1,1,,1,1,1,,,,,,,,,,,,,
1636,3122569900,North Central,Not much,,,1,,,1,,1,1,,1,1,,1,,,,,1,1,East North Central,,,> 60,Male
1637,3122569888,Midwest,A lot,1,1,1,1,1,,1,1,,1,,1,,,1,,,,,,East North Central,High school degree,"$150,000+",18-29,Male
1638,3122569848,"Rural, small town, country",Not at all,,,,,,,1,1,1,,1,,,1,1,1,,,1,1,South Atlantic,High school degree,,45-60,Female
1639,3122569402,"Boring, hilly, cold, the Nasty Nati",Not much,1,1,,,1,,1,,,1,,,,,1,,,1,,,East South Central,High school degree,"$0 - $24,999",18-29,Male
1640,3122568491,Midwest,Some,1,1,1,,1,,1,,,1,,1,,,1,,,,,,East North Central,Graduate degree,"$50,000 - $99,999",30-44,Female
1641,3122568455,Midwesterner,A lot,1,1,1,1,1,1,,1,1,1,1,1,,,,,,,1,,East North Central,Graduate degree,"$150,000+",> 60,Female
1642,3122568068,East,Not much,1,,,,1,,,,,1,,,,,,1,1,1,,,South Atlantic,Some college,"$150,000+",30-44,Female
1643,3122565409,Pacific Northwest,Not at all,1,1,1,,1,1,,,,1,,,,,,,,,,,Pacific,Some college,"$100,000 - $149,999",45-60,Male
1644,3122565322,Midwest,Some,1,1,1,,1,1,,,1,1,1,1,,,,,,,,,East North Central,Associate or bachelor degree,"$100,000 - $149,999",30-44,Female
1645,3122564733,MidWest,Some,1,1,,,1,1,,,,1,,1,,,,,,,,,East North Central,Some college,"$50,000 - $99,999",18-29,Male
1646,3122564581,east coast,Not at all,1,1,1,1,1,1,,1,1,,1,1,,1,,1,,,1,1,South Atlantic,High school degree,"$150,000+",18-29,Male
1647,3122562710,The South,Not much,1,1,1,1,,1,,,,1,,1,,,,1,,,,,South Atlantic,Some college,"$150,000+",> 60,Female
1648,3122562147,"Southern Mid-West, The ""Bible Belt,"" Oklahoma",Some,,,,1,,,,1,,,1,,1,,,1,,,,,West South Central,Graduate degree,"$150,000+",45-60,Male
1649,3122561288,Southeast,Not at all,,,,,,,,,,,,,1,,,,,,,,,,,,
1650,3122558933,the Midwest,A lot,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,,,,,West North Central,Graduate degree,"$150,000+",> 60,Female
1651,3122558219,"I live in the east coast part of NJ Somerset County, Franklin Township. I have lived here for 14 years",Not much,,,1,1,,,1,1,1,1,1,1,1,1,,,,,1,,Middle Atlantic,Some college,"$0 - $24,999",45-60,Female
1652,3122557204,Midwest,A lot,1,1,1,,,,1,,,1,,,,,1,1,,,,,East North Central,Associate or bachelor degree,"$100,000 - $149,999",> 60,Male
1653,3122555902,the midwest,Some,1,1,1,,,1,1,1,,,,1,,,,,,,,,West North Central,Graduate degree,"$150,000+",> 60,Male
1654,3122555275,PNW,Not at all,1,1,1,1,1,1,,,,1,,1,,,,,,,,,Pacific,Associate or bachelor degree,"$25,000 - $49,999",45-60,Male
1655,3122552692,West Virginia,Not at all,1,1,,1,,,,1,1,,1,1,,1,,1,,,1,1,South Atlantic,High school degree,"$25,000 - $49,999",18-29,Male
1656,3122552246,Midwest rural,A lot,1,1,1,1,,1,1,1,1,,1,1,,,,,,,,,West North Central,Associate or bachelor degree,"$150,000+",> 60,Female
1657,3122551606,southeast,Not at all,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,South Atlantic,Some college,"$50,000 - $99,999",30-44,Female
1658,3122551019,North America  Mid West,A lot,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,,,East North Central,Some college,"$150,000+",45-60,Female
1659,3122549044,desert west,Not at all,,,,,,,,,,,,,,,,,,,1,1,Mountain,Some college,"$25,000 - $49,999",30-44,Male
1660,3122548844,New England,Not at all,1,1,1,1,1,,,1,,1,,,1,,,1,,,,,New England,Graduate degree,"$150,000+",> 60,Male
1661,3122547304,midwest,Some,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,,,,East North Central,Graduate degree,"$50,000 - $99,999",> 60,Female
1662,3122546650,Northeast,Not at all,1,1,1,1,1,1,,,,1,,1,,,,,,,,,Middle Atlantic,Associate or bachelor degree,"$100,000 - $149,999",30-44,Female
1663,3122545722,Western USA,Not at all,,,1,1,,1,1,,,,,1,1,,,,,,1,1,Pacific,Some college,,45-60,Female
1664,3122545692,The Midwest,A lot,1,1,1,,1,1,1,,,1,,1,,,,,,,,,East North Central,Associate or bachelor degree,"$25,000 - $49,999",30-44,Male
1665,3122544989,Midwest,A lot,,,1,,,1,,,1,,1,1,,,,,,,,,West North Central,High school degree,"$150,000+",18-29,Male
1666,3122544560,CALIFORNIA,A lot,1,1,1,1,1,1,1,1,1,,1,1,,,1,1,,,,,Pacific,Associate or bachelor degree,"$150,000+",45-60,Male
1667,3122544515,Midwest,Some,,1,1,1,,,1,1,,,,,,,,1,,,,,West North Central,Some college,"$25,000 - $49,999",30-44,Female
1668,3122544244,rural,Some,1,1,1,1,1,1,1,1,,1,,1,1,,1,,,,,,,,,,
1669,3122544145,mountain top - summit,Some,,,,1,,,1,,,,,,1,,,1,,,,,West South Central,Some college,"$25,000 - $49,999",> 60,Female
1670,3122543392,midwest,A lot,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,East North Central,Associate or bachelor degree,"$150,000+",> 60,Male
1671,3122542936,Midwest,Some,1,1,,1,1,,1,,,1,,1,1,,1,,,1,,,East North Central,Some college,"$50,000 - $99,999",30-44,Female
1672,3122541954,North east. New England,Not at all,1,,,1,,1,,,,1,,1,,,,,,1,,1,New England,Some college,"$25,000 - $49,999",30-44,Male
1673,3122539849,Midwest,Some,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,East North Central,Associate or bachelor degree,"$100,000 - $149,999",18-29,Female
1674,3122539764,central,Some,1,1,1,1,,,1,1,,1,,,1,1,1,1,,,,1,West South Central,Some college,"$25,000 - $49,999",18-29,Female
1675,3122538575,midwest,A lot,1,1,1,,1,1,,,,,,1,,,,,,,,,East North Central,Graduate degree,"$150,000+",45-60,Male
1676,3122537763,The Great Lakes region,A lot,1,1,1,1,1,1,,,,1,,1,,,,,,,,,East North Central,Associate or bachelor degree,"$50,000 - $99,999",> 60,Male
1677,3122537168,Midwest,Some,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,,,,,East North Central,High school degree,"$100,000 - $149,999",45-60,Female
1678,3122536626,Virginia Piedmont,A lot,1,1,1,,1,1,1,,,1,,1,,,,,,,,,South Atlantic,Graduate degree,"$50,000 - $99,999",> 60,Male
1679,3122536092,South,Not at all,1,1,1,1,1,1,1,,,1,,1,,,,,,,,,South Atlantic,Some college,"$100,000 - $149,999",> 60,Female
1680,3122535576,South,Not at all,1,1,1,1,,1,1,1,1,1,1,1,,1,,1,,,1,1,East South Central,Associate or bachelor degree,"$0 - $24,999",18-29,Female
1681,3122534881,The South,Not at all,1,1,1,1,1,1,1,1,1,1,1,,,,,1,,,,,South Atlantic,Associate or bachelor degree,"$150,000+",> 60,Male
1682,3122534347,San Francisco Bay Area,Not at all,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,,,Pacific,Graduate degree,"$50,000 - $99,999",30-44,Male
1683,3122533816,Mountain/central/west,Not at all,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,,,,,Mountain,Associate or bachelor degree,"$25,000 - $49,999",18-29,Female
1684,3122532858,Pacific Northwest,Not at all,1,,1,1,,,1,1,,,,,,,,,,,,,Pacific,Some college,"$100,000 - $149,999",18-29,Male
1685,3122532413,The polluted capitol of the West,Not at all,1,1,1,,1,1,1,,,1,,1,,,,,,,,,Mountain,Associate or bachelor degree,"$0 - $24,999",30-44,Male
1686,3122532281,Raining city,Not at all,,,,,,,,1,,,,1,,,1,,,,1,,Pacific,Graduate degree,"$100,000 - $149,999",18-29,Male
1687,3122530862,west coast,Not at all,1,1,1,1,,1,1,1,1,,1,,,,,,,,,,Pacific,Some college,"$100,000 - $149,999",45-60,Female
1688,3122530018,Gods country,A lot,,,,,,,,,1,,1,,,1,,,,,1,1,Mountain,High school degree,"$50,000 - $99,999",45-60,Female
1689,3122527795,Midwest,A lot,1,1,1,,1,1,,1,1,1,1,1,,,,,,,,,East North Central,Associate or bachelor degree,"$50,000 - $99,999",> 60,Female
1690,3122527470,Midwest,Some,1,1,1,1,1,1,1,,,1,,1,,,,,,,,,East North Central,Associate or bachelor degree,"$25,000 - $49,999",18-29,Female
1691,3122526163,north west,A lot,1,1,,,1,,,,,1,,1,,,,,,,,,West North Central,Associate or bachelor degree,"$50,000 - $99,999",45-60,Male
1692,3122525229,midwest,A lot,1,1,1,,1,1,,,,1,,1,,,,,,,,,East North Central,Some college,"$150,000+",30-44,Male
1693,3122523906,upper midwest,A lot,1,1,1,1,1,1,1,,,1,1,1,,,1,,,,,,East North Central,Graduate degree,"$150,000+",> 60,Male
1694,3122522489,The Southeast,Not at all,,,1,1,1,,1,1,1,,1,,,,,1,,,,,South Atlantic,Graduate degree,"$150,000+",> 60,Female
1695,3122522288,the north east,Not at all,1,1,1,,1,1,,1,,1,,1,,,,,,,,,Middle Atlantic,Graduate degree,"$150,000+",> 60,Female
1696,3122522154,Midwest,A lot,1,1,,,1,1,,,,1,,1,,,,,,,,,,,,,
1697,3122520515,South,Not at all,,,1,1,,,1,1,1,,1,,,,,,,,,,South Atlantic,,,45-60,Female
1698,3122519172,The midwest,Some,1,1,1,,1,,,,,,,1,,,,,,,,,East North Central,Some college,"$0 - $24,999",18-29,Female
1699,3122518662,midwest,A lot,1,1,,,1,1,,,,1,,1,,,,,,,,,East North Central,Some college,"$50,000 - $99,999",45-60,Male
1700,3122517020,The Midwest,Not much,1,1,1,,1,1,1,,1,1,,1,,,,1,1,,1,,East North Central,High school degree,"$150,000+",18-29,Male
1701,3122516632,Midwest,A lot,1,,1,1,,,1,1,1,,1,,,1,,1,,,,1,West North Central,Some college,"$25,000 - $49,999",45-60,Female
1702,3122516289,rural western Maine,Not at all,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,,,1,1,New England,Associate or bachelor degree,"$0 - $24,999",> 60,Male
1703,3122516224,Southeast,A lot,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,,,,,South Atlantic,,,45-60,Male
1704,3122516138,midwest,A lot,1,1,,,1,1,,,,1,,1,,,,,,,,,,,,,
1705,3122515751,"I live in the border between the South and the Midwest. Not totally Southern, not totally Midwestern.",Not much,1,1,1,,1,1,1,1,,1,,1,,,,,,,,,East South Central,Graduate degree,"$50,000 - $99,999",18-29,Female
1706,3122515656,VERY CHANGEABLE,A lot,1,1,1,1,1,1,1,1,,1,,1,,,1,1,,,,,East North Central,Some college,"$150,000+",> 60,Female
1707,3122515480,Mid Atlantic states,Not at all,,,,,,,,,1,,1,,,1,,1,,,,,South Atlantic,Graduate degree,"$50,000 - $99,999",> 60,Female
1708,3122514783,West,A lot,1,1,1,1,1,,1,1,1,1,1,1,,,1,1,,1,,,Pacific,Graduate degree,"$100,000 - $149,999",30-44,Female
1709,3122514153,midwest,A lot,1,1,1,1,,,1,1,,1,1,1,,,,1,,,,,West North Central,Associate or bachelor degree,"$50,000 - $99,999",30-44,Female
1710,3122514026,midwest,A lot,1,1,,,1,1,,,,1,,1,,,,,,,,,,,,,
1711,3122513528,Hell,A lot,1,1,1,,1,1,1,,,1,,1,,,,,,,,,East North Central,Some college,"$150,000+",45-60,Male
1712,3122512657,Suburban Chicago,A lot,1,1,1,,1,,1,,,,,1,,,,,,,,,,,,,
1713,3122511710,midwest,A lot,1,1,,,1,1,,,,1,,1,,,,,,,,,,,,,
1714,3122511204,mid-east,Some,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,,1,1,East South Central,Associate or bachelor degree,"$100,000 - $149,999",18-29,Female
1715,3122509754,The Midwest,Not much,1,1,1,,,1,1,,,,,1,,,,,,,,,East North Central,Graduate degree,"$25,000 - $49,999",30-44,Female
1716,3122509512,mountan states,A lot,1,1,1,1,1,1,,1,1,,1,1,,,,,,,,,Mountain,Associate or bachelor degree,"$0 - $24,999",30-44,Female
1717,3122508981,midwest,A lot,1,1,,,1,1,,,,1,,1,,,,,,,,,,,,,
1718,3122508565,The Pacific Northwest,Not at all,,,1,1,,,1,1,,1,1,,,,,1,,,,,Pacific,Associate or bachelor degree,"$50,000 - $99,999",45-60,Female
1719,3122508500,midwest,A lot,1,1,,,1,1,,,,1,,1,,,,,,,,,,,,,
1720,3122507734,Midwest,A lot,1,1,1,,1,1,,,,1,,1,1,,1,,1,1,,,East North Central,Graduate degree,"$150,000+",45-60,Male
1721,3122506936,united states,Some,,,,,,,,,,,,1,,,,,,,,,East North Central,Associate or bachelor degree,"$50,000 - $99,999",45-60,Male
1722,3122506725,Upper Plains States,Some,1,,1,1,1,1,1,1,1,,1,1,,,,1,,,,,West North Central,Associate or bachelor degree,"$100,000 - $149,999",45-60,Female
